feature,coefficient
das möglich,-0.009689187371031471
kümmern uns,-0.009689387947079771
agierenden,-0.009689810737879329
rückläufig,-0.009689915222886375
gerade als,-0.009689959159555445
die aufteilung,-0.00969133713576769
vollkommen richtig,-0.009692134546447703
die organspende,-0.009692338302623671
dem präsidenten,-0.009692975874329265
richtig verstanden,-0.009693086168458358
zu vergleichen,-0.009693742102100528
gedenkstätte,-0.009693828093619149
links grüne,-0.009693881009488458
forderung von,-0.009694642354408959
man eben,-0.009695783548249065
gegen dieses,-0.009696763358881253
zu überbieten,-0.009697160405678392
zentralstelle,-0.009698856490175009
ein baustein,-0.009699056930595177
mitarbeiterin,-0.009699306402103534
einleitung,-0.009700254106395148
wollten die,-0.00970073836427065
öpnv und,-0.009700793580065762
und wählern,-0.00970079863736655
handelsbeziehungen,-0.009701221281749982
wohl des,-0.009701481475605515
hochschulen und,-0.009701854683842636
wir handeln,-0.00970240324999916
ist besser,-0.009703239172513832
haben nichts,-0.009703527889522237
vorgesehen dass,-0.0097041052058209
begrenzen und,-0.009704406939144422
gründet,-0.009704432295518423
die während,-0.009704541402991929
den umstieg,-0.009704885384328666
drinsteht,-0.009704939529507309
den gemeinsamen,-0.009705200309772627
kulturgut,-0.009705669073598933
nein zu,-0.009705873342508472
weise von,-0.009705898600090041
euro wird,-0.009706110222209087
000 stellen,-0.009706121575298631
zunimmt,-0.009706484791148952
bin gespannt,-0.009706500418263144
als europäische,-0.009706535860575042
kombination aus,-0.009706849538270043
amerikanern,-0.009707207133903483
fdp bundestagsfraktion,-0.00970750389246071
regionen zu,-0.00970791672690998
zur versorgung,-0.009708071319719068
sie seien,-0.009708087530932153
die zeigen,-0.00970855468605473
allen fraktionen,-0.009708852484379435
eingebracht werden,-0.00970907170074578
wirklich für,-0.009709128759630772
wichtiger denn,-0.009709149868525831
eben so,-0.009709218096590998
arbeiten zu,-0.009709335041515613
verfahrensbeschleunigung,-0.009709384233192411
verlässlicher partner,-0.009710187237919546
wohnungspolitik,-0.009710206184001747
haag,-0.009711116985476838
den haag,-0.009711116985476838
einer deutlichen,-0.009711406509566717
tot,-0.009711428140971996
mir aus,-0.009711582184369775
will mal,-0.009712634363657636
betätigung,-0.00971267462657204
der austausch,-0.009712807238356111
vermögensabgabe,-0.009713095021740916
es gelingt,-0.009713315085135434
die einsicht,-0.009713598387495555
aus ganz,-0.009714047022332398
staatsanleihen,-0.00971415918270325
ermutigt,-0.009714444873806106
gereicht,-0.009714527420563219
überführt werden,-0.009715002467817056
der ministerpräsident,-0.009715289807244851
fraktion nicht,-0.009716208853532875
punkte plan,-0.009716526227196109
tag auf,-0.009716844080792408
steuererleichterungen,-0.009717263703917085
an wo,-0.009717581940823228
anwendungsbereich des,-0.009718607471466897
wir gute,-0.00971865175670131
zurückliegenden,-0.009719139250592892
die länge,-0.009719250532530962
der sachverständigenrat,-0.009719450060096037
weiteren stärkung,-0.009719785036495154
der auseinandersetzung,-0.009720312789504913
wurde uns,-0.00972037242127195
kennen und,-0.009720473633606383
erreicht die,-0.009720487502801634
kürze der,-0.009720700897101218
und zweck,-0.009721010916641435
nun den,-0.009721361583923041
heute leider,-0.009721457727228808
quasi als,-0.009721459643282648
die einbindung,-0.009721868095304625
der tür,-0.009721962971704525
treffen mit,-0.009722434750575385
touristen,-0.009722531049265685
prämien,-0.009723203471451907
beteiligte,-0.009723841265477724
eintritt der,-0.009723985709679828
und wirtschaftlich,-0.009724483896892521
fdp ist,-0.009724947877594075
ablaufen,-0.009725351333861392
antrag schreiben,-0.009725371052146487
zusammengearbeitet,-0.009725631692371768
prien,-0.00972564831683717
liest man,-0.009725863269227378
des bmbf,-0.009726023181935163
hervorgebracht,-0.009726102618618648
dezember 2025,-0.009726608914610758
gerade zum,-0.009726721894782641
mehr tierwohl,-0.00972696485743369
falsch ist,-0.00972739789063599
ich ihren,-0.0097274715491728
zu identifizieren,-0.009728283951194558
nicht unser,-0.009728589561426708
zweiter beratung,-0.009728648606698882
sein auf,-0.009728924949769518
tagesordnungspunkt 10,-0.00972982813851892
ausgleich für,-0.009729932054147426
abschließend noch,-0.009730228546678965
verstetigt,-0.009730510881776988
parlamentarische kontrolle,-0.009730789005618246
ende haben,-0.00973166891815733
ihre freiheit,-0.009731886512224208
warum ist,-0.00973288572913828
42 entwurf,-0.009733892019858099
wurde war,-0.00973412443445237
zügigen,-0.009734943972802938
explodierende,-0.009735031098590391
hofreiter,-0.009735390316035689
neutralen,-0.009735706067356844
vorsicht,-0.009735719848601143
bedauert,-0.009736465622978169
warnung,-0.009737131205870312
angerichtet,-0.00973822118423747
siebte,-0.009738238548956564
stattfinden können,-0.009738486518568183
die gesetzlich,-0.009738560066940521
von krisen,-0.009738756268592354
viel mit,-0.009739157900611094
dekarbonisierung der,-0.009739253964205635
neuen regierung,-0.00973931646335513
zweieinhalb jahren,-0.009739586302527086
bedarfs,-0.009740032912178368
die bestmögliche,-0.009740849606576245
ausgleichsabgabe,-0.009742041941869064
vermögen und,-0.00974226696744514
ausdrücklichen,-0.00974304827464863
das wachstum,-0.00974320471889683
solidargemeinschaft,-0.009743232701673207
im engen,-0.009743383184943723
fand ich,-0.00974348131162311
stärke und,-0.009743746978788539
eines vierten,-0.00974379065403493
zu keiner,-0.009743957674303503
soldaten zu,-0.009744160947183077
dingen im,-0.009744218642605367
kohleregionen,-0.00974432135936314
wer als,-0.009744469419845612
europa von,-0.009744735099861845
neue möglichkeiten,-0.009744772233596563
schreibt die,-0.00974496744823046
eines menschen,-0.009745208930300123
kritik die,-0.009745838793606364
vor wir,-0.009745975947603623
ig metall,-0.009745978762620741
großunternehmen,-0.009746070912367247
daher werden,-0.009746088969428315
stelle den,-0.009746216213596628
unklaren,-0.009747226989351378
abzumildern,-0.009747374013963393
jahre nicht,-0.009747406948519943
einfach ist,-0.009747716007815292
nicht gelöst,-0.009747984003282634
agrarministerkonferenz,-0.009748163896227392
stärke des,-0.009748481826137436
zwei beispiele,-0.009748701915969934
bevor der,-0.009749017583972529
was soll,-0.009749195992481578
beschäftigt haben,-0.00974941575705373
angepackt,-0.00975028209237206
weltwirtschaft,-0.009750559670081978
der hightech,-0.009750631021566088
21 märz,-0.009750668646467417
euros,-0.009751631363219658
überlastung des,-0.009752068790527623
wichtig auch,-0.009752706921424922
die abgabe,-0.009752804619049527
unionsgeführte bundesregierung,-0.009753181825368674
erpressen,-0.009753945620196552
besser gesagt,-0.009754026895338105
die qualifikation,-0.009754256032136758
einen zentralen,-0.009754579476585546
welche auswirkungen,-0.009755126108855242
ultima ratio,-0.00975515115151384
genehmigungsverfahren im,-0.009755965635135543
so weiter,-0.009756305790967318
mit geringen,-0.009756743895689979
thomae,-0.009756841567526753
straße auf,-0.009756972713155766
besitz von,-0.009757098785346066
umsetzen müssen,-0.00975719708961329
bequem,-0.009757474952677175
intensität,-0.009758616169469147
umdenken,-0.00975920577168453
dieses programm,-0.009759631876744914
staat mit,-0.009759721073802387
ab 2027,-0.009759764726897968
er wurde,-0.009760259029053716
wie china,-0.009760948967785094
tagesordnungspunkt 21,-0.009761222935107394
hotspots,-0.009761413513017904
bewilligung,-0.009761502105899015
weltlage,-0.00976169256728825
leider keine,-0.009761735684101356
verstehen sie,-0.009761887945126883
das zentrum,-0.009761973209263966
ist überhaupt,-0.009762065580401146
ging um,-0.009762116880320798
ähnlicher,-0.009762380700400086
zu allen,-0.009762666073934426
leisten müssen,-0.009762695239434875
die verteidigungsministerin,-0.009762941590332941
der rolle,-0.009762976367722335
hat mein,-0.00976312815964446
ein politisches,-0.009763202071536315
dunkle,-0.009763501520450099
kern geht,-0.009763878988929218
verfassungsfeindliche,-0.009764590279353119
rückführungsverbesserungsgesetz,-0.009765708229894131
einen in,-0.009765871532992233
februar 2021,-0.00976723526081899
sie deshalb,-0.009767315145833452
pendlerinnen und,-0.009767648548372214
pendlerinnen,-0.009767648548372214
zu bedenken,-0.009767687973559624
des bundesinnenministeriums,-0.009768714012017546
bundesinnenministeriums,-0.009768714012017546
aus seiner,-0.009769349479342646
nicht vorgesehen,-0.009770068115216636
nur dort,-0.009770072897743213
beschäftigt und,-0.00977011288672413
hinweisen die,-0.00977042812962266
darauf ist,-0.009770717102430014
geben würde,-0.009772147975207963
psychotherapeuten,-0.009772376087501155
jetzt komme,-0.00977261164120919
menschenrechtsrat,-0.009772782836076306
die start,-0.009772981809380873
ab 2020,-0.009773183927447098
halbe milliarde,-0.009773258263170442
identifikation,-0.00977349415771916
bundesfinanzministers,-0.009773623089786231
unternehmer in,-0.009773688678267651
teufel,-0.009773754155953019
bei meiner,-0.009773831360771158
als einer,-0.009773908903836089
islamistischer,-0.009773992507460033
restaurants,-0.009774185016234211
ohne grund,-0.009774366618040667
grundvoraussetzung,-0.0097743902416834
protokolls,-0.009774477051515141
seite an,-0.00977524607003688
vergleicht,-0.009776385321601811
us regierung,-0.009776644027201053
überweisungsvorschlag,-0.00977667856544384
tat ein,-0.009777305273975884
anerkannt werden,-0.009777480526468438
und aufklärung,-0.009778278854333439
sie meinen,-0.009778602858345017
vielen weiteren,-0.009778792717102882
der kommune,-0.009779039316082797
ihr recht,-0.009779137737101875
antonio,-0.009779214544245808
oder so,-0.009779250493421503
und 2024,-0.009779294356705954
an kindern,-0.009779811213166064
planck,-0.009780258387231408
max planck,-0.009780258387231408
verbessern wir,-0.009780337713090406
allerdings dass,-0.00978051779117821
der autobahn,-0.009781151313909145
auswärtigen ausschusses,-0.009782434378221258
ab 2026,-0.00978279901814447
98 prozent,-0.009782808617859315
erfolg für,-0.009782990649010821
geht im,-0.009783074145172625
die verabschiedung,-0.009783463834481507
griechische,-0.00978427254214472
soll für,-0.009784382521044506
müssen darüber,-0.009784671064348903
bewegt sich,-0.00978595079668014
wichtig wie,-0.009787440184935985
evaluierung der,-0.009787478059456244
vorschreibt,-0.009787740646051176
minister ich,-0.009788421757851154
beweismittel,-0.009788561910319555
des bamf,-0.009788646908733406
jetzigen form,-0.00978938950004269
der dgb,-0.009789403132162797
diesem falle,-0.00978944556269714
und umgesetzt,-0.009789884007992097
vorfeld des,-0.009789958713496432
offen zu,-0.009790085297856223
von maximal,-0.00979064857989896
unterstützen damit,-0.009790725417858456
umfangreich,-0.009791498056138017
nicht beantwortet,-0.00979177635193981
beispielsweise von,-0.009791867340078858
megawatt,-0.009792076409348361
des kanzlers,-0.009792260209841235
zu bedienen,-0.009792830593356158
dafür werben,-0.009793213809505857
der vater,-0.009793651131140842
steuerliche förderung,-0.009793927506294134
daniel günther,-0.009794015451183611
bürokratie die,-0.009794667606883101
nachricht für,-0.009794939089175763
unterstützt das,-0.009794946340735907
hiervon,-0.009795084836984169
den falschen,-0.0097951957836613
zuschüssen,-0.009795796075665946
den transport,-0.00979605277069119
schicksal der,-0.009796056872622973
teil davon,-0.009796095225999687
vorbehalte,-0.009796479244633036
nicht hinnehmbar,-0.00979653471715102
einen sicheren,-0.00979659480234922
den er,-0.00979661326540215
bima,-0.009796729984658041
haben zwei,-0.009797214471441665
zu belasten,-0.009797586856596704
am standort,-0.009797745676988387
11 juli,-0.009797883181890924
dass nämlich,-0.009798427281866725
kommen dann,-0.009798647091286687
mit afrika,-0.00979922500455308
entscheidet sich,-0.00979932099591226
führe,-0.009799656083304284
thema mit,-0.00979979941531614
gesetzentwurf auf,-0.009800448476473425
eine veränderung,-0.009800659756064032
mit insgesamt,-0.009800859684910023
oberen,-0.00980093208344299
wir zudem,-0.009801239445524816
zur überwindung,-0.009802482264075839
die weltweit,-0.009803346434719909
zu schreiben,-0.00980351717658535
zeit wo,-0.00980390562327252
bedanke ich,-0.009804455690054918
die russen,-0.009804645173061007
uiguren,-0.00980469077219305
die energiekrise,-0.009804983933268872
bleibt auch,-0.00980557635283568
pferd,-0.009805719482326301
weiß auch,-0.009805872767631412
geholfen werden,-0.009805922461957467
lieferkettensorgfaltspflichtengesetz,-0.009806347102154365
andere von,-0.009806386221556494
sondern zu,-0.009806506033694063
der steigenden,-0.009806586352023118
muss so,-0.00980676789674783
linnemann,-0.009807338831585459
20 absatz,-0.009807483489073815
euro monatlich,-0.009807597564233807
und konkrete,-0.00980809355379118
wie ihn,-0.009808319287090425
einen brief,-0.009808548905027964
stehe ich,-0.00980905743136799
selbstkritisch,-0.009810222198102807
wer also,-0.009810481014916715
überarbeitet,-0.009810888550753903
fördert die,-0.009811163995728778
gilt in,-0.009811661934224522
präsident selenskyj,-0.009811838513448991
lief,-0.009811841810425858
sich daher,-0.009812409641239014
wir überhaupt,-0.009812911316080922
angehalten,-0.009813068489638664
von wohnungen,-0.009813144748517357
papiere,-0.009813398926334083
gut geht,-0.009813551718625784
seit gestern,-0.00981355549776412
sagen nicht,-0.00981411912737401
auch umgesetzt,-0.009814284723190719
situation vor,-0.0098150416202626
gewaltsamen,-0.00981525059738174
studierenden und,-0.009815636197181076
als man,-0.009816729244543207
und gesellschaftliche,-0.009816771303499103
werden weiter,-0.00981746890521332
weht,-0.009817724744400085
schmerzhaft,-0.009817991631087361
festzuhalten dass,-0.00981807738568537
wer so,-0.009818235786480957
den satz,-0.009818290090575303
gründerinnen und,-0.009818911684659657
dass junge,-0.00981892449189034
auffällig,-0.009819635035436227
werden dem,-0.009820157287125349
quarantäne,-0.009821431754490646
wir künftig,-0.009821511567616212
vorsitzender der,-0.009822956648624119
instrumentenkasten,-0.009823417071252406
ländlicher,-0.009823729657810336
wer bei,-0.009823950018426944
der europarat,-0.00982422605640225
rentner und,-0.009825286177291653
im angesicht,-0.009825313112413367
sprechen in,-0.009825614300265297
sagte es,-0.009826119806897265
einer angemessenen,-0.00982740825278792
richtig aber,-0.009827502162124729
der modernisierung,-0.009827592146058876
beseitigt werden,-0.009827955122797442
diäten,-0.009827966972011092
lagerung,-0.009828154693202676
in guter,-0.009828809482225587
ernten,-0.009829000328549631
nicht ihre,-0.009829545291887242
bundesrat 979,-0.009829597593875009
konzept das,-0.009829639469362468
auf fünf,-0.009829877984372482
zur erhaltung,-0.00983090564090518
wir zwei,-0.009831003051561373
deutschland nur,-0.0098319268180101
absatz2,-0.009832023948420036
über sie,-0.009832254004483837
erschossen,-0.009832446217119184
existenzminimums,-0.009832973257908627
die wieder,-0.009833497991439132
wir schließen,-0.009833660220131185
schaden für,-0.00983407779666734
sind kein,-0.009834401699305086
sondern immer,-0.00983468950497324
eins umsetzung,-0.009834707022794658
konkret zu,-0.009834759077532272
im umfeld,-0.009835323296351582
standpunkt,-0.009835547425190095
millionenhöhe,-0.009835591569652602
einem ergebnis,-0.009835924370975318
groß wie,-0.00983646461661279
zu bestehen,-0.009836595834933572
seite mit,-0.009836835717128208
frei zu,-0.009837090145007336
transport und,-0.009837379979558069
druck zu,-0.009837380520075783
attentat,-0.009837715224044303
idee die,-0.009838107952789395
gesetzen die,-0.009838452283472108
könnte das,-0.009838658263256975
nur einem,-0.00983869419602787
eheschließung,-0.009838949101396523
kino,-0.009839081662868182
und pendler,-0.009839366130253975
dabei ein,-0.009839421917935062
strobl,-0.009839821454297484
ziele sind,-0.00984004456126334
absehbarer,-0.009840203822997882
sagen uns,-0.009840291194330506
abzusenken,-0.009840371675174955
anfängt,-0.009840744915041867
ausschuss zu,-0.009840761777665808
ding,-0.009841218380012423
deutsche politik,-0.00984143428612265
massiv unter,-0.009841463918996667
dem vertrag,-0.009841828012778688
kalayci,-0.009841884177222959
kalayci berlin,-0.009841884177222959
leistung von,-0.00984188487950246
prozent aus,-0.009842190231778835
haushältern,-0.009842277094491494
sozialschutz,-0.00984370682094376
kollegin dr,-0.009844104050476367
der strafbarkeit,-0.009844278782693713
entwicklungen im,-0.009844518402986892
deutschland sich,-0.009844679031154803
politische lösung,-0.009844981365507348
ihr handzeichen,-0.009845251887663128
treibhausgasen,-0.009845330750759978
wir klar,-0.009845416927241873
steigerung von,-0.0098458804413742
aber viel,-0.009846764101224136
und demokratische,-0.009847133236127976
größeres,-0.009847337287874198
zum juli,-0.00984741680480998
gezwungen werden,-0.009847550543248509
trinken,-0.009847833297588976
sie bis,-0.00984787103032234
versuchen das,-0.009848146412741076
konjunkturprogramm,-0.00984879763290252
der pendlerpauschale,-0.009849761838747388
microsoft,-0.009850110945970382
dass millionen,-0.00985092347780941
fortgesetzten,-0.009851006396568465
regierungsführung,-0.009851219274365455
begangenen,-0.00985135018923763
innovationen im,-0.009851622898275783
falle eines,-0.009852851872317608
rüstungsgüter,-0.009852852541473256
verpflichtungsermächtigungen,-0.00985330026812942
etwas sagen,-0.009854305688473484
absehbare,-0.009854385421815996
verfassungswidrigkeit,-0.00985456126400887
eine zügige,-0.00985459198014067
mit bezug,-0.009854929780912888
da zu,-0.009855158165174717
das alter,-0.00985677746467053
froh darüber,-0.00985692047705677
zu weniger,-0.009857172847735789
auf eigene,-0.009857185404367547
nächsten schritt,-0.009857253481233803
ausgeglichenen,-0.009857344295410141
und zusammenarbeit,-0.009857658613823466
das budget,-0.00985767464005024
zahlen sind,-0.009858008854536403
hat immer,-0.009858085950508083
denn ihre,-0.009858461731556925
in dänemark,-0.00985910694326514
beispielsweise den,-0.009859466746372792
inmitten,-0.009859724026084102
die studie,-0.009859761047045341
euro den,-0.009859795171213116
gute gründe,-0.009859841449838157
uns glaube,-0.009860683634973638
und muslime,-0.009860966628423578
prozent gegenüber,-0.009861048182366402
bewusst ist,-0.009861540591760679
zeichen setzen,-0.009861772313626678
umgesetzt haben,-0.009862834764465148
nehmen das,-0.009863465480361409
die steuerung,-0.009863536010079705
wie dies,-0.009863591545105967
in ziffer,-0.009863840512421099
2030 zu,-0.009864229546782751
von friedrich,-0.009864515765596776
eine weiterentwicklung,-0.00986455858872202
mindestlohn von,-0.00986456439795531
ist zunächst,-0.009865137522995624
bedeutsame,-0.009865967081433343
religionsgemeinschaften,-0.009866435118538991
oder ohne,-0.009866470715425193
folgen zu,-0.009866477335587116
also keine,-0.009867645865741088
im regelfall,-0.009868135583457137
ausgestellt,-0.009868206426479838
männer in,-0.009868315956968314
laufzeiten,-0.009868358816832732
stärken damit,-0.009869308620038916
2024 und,-0.009869363506504282
arbeit nicht,-0.009869527778802503
der hohe,-0.009869725881442045
dein,-0.009869970449256325
rechts oder,-0.009870100549210422
sie persönlich,-0.009870126358313362
die steuereinnahmen,-0.00987028965720987
verhindert und,-0.009870484754003938
wundern dass,-0.009871209373951853
erachtet,-0.009871408022398094
kultur der,-0.009871985016846272
sich gemeinsam,-0.009872418980295951
fußfessel,-0.00987255688772414
im zeitalter,-0.009873334750669188
david,-0.009873414945606786
ehren,-0.009874125232364401
zur erleichterung,-0.00987443696989984
bundesrat eingebracht,-0.009874730683697906
schaffen wollen,-0.009875500606790245
die rettung,-0.00987599787793976
zu erwecken,-0.00987600132981522
so schwer,-0.00987635066327368
dazu hat,-0.009876612419805676
dieses verfahren,-0.009876662392759129
von abgeordneten,-0.009876777703609776
dem ein,-0.009877582492492421
benannten,-0.009878055895888534
erstrecken,-0.009878509019579452
willigen,-0.009878532293089364
zu bezeichnen,-0.009879012866872192
freundlich,-0.00987953673510456
erschöpft,-0.009880549794880875
übersetzt,-0.009880815510658803
dankbarkeit,-0.00988089989920996
kretschmann,-0.009880963321323448
insgesamt rund,-0.009881355325683806
organisationen wie,-0.009881402584717872
zu guten,-0.009881511515544712
sozial gerecht,-0.009881633731214388
dingen auf,-0.009882187850270317
keinen zweifel,-0.009883588751748728
den hintergrund,-0.009884976315005454
vermutung,-0.009885196257730338
18 absatz,-0.009885678618782173
sowie an,-0.009886428768378723
putsch,-0.009886573022385218
liegt an,-0.009886604165450773
kostengünstig,-0.00988681443535566
beziehe,-0.009887547695742878
april 2023,-0.00988786645297823
betreiben und,-0.009888100703902232
bundesregierung aber,-0.009888221925357323
instrumente zur,-0.009889606459065291
verwandeln,-0.009890096237381725
automatischen,-0.009890335898543856
jedoch in,-0.009890484009303107
überhaupt zu,-0.009890645335032313
unternehmen eine,-0.00989124676760447
bedeutung dass,-0.009892428489192454
27 top,-0.009892771175943322
bundesgesetzgeber,-0.009892955005156738
groß und,-0.00989304391242035
der tradition,-0.009893251401867994
darauf eingehen,-0.009893539758100095
bundesregierung nach,-0.00989387645071553
drs,-0.009893970489392941
hoheit,-0.009894422877856909
aufzählen,-0.009894619730988537
ruhrgebiet,-0.009894826645062702
sanierungen,-0.009895250314271927
beispiellosen,-0.009895383312471367
niemand in,-0.009895395642024598
entlastungspaketen,-0.00989552827486874
heftig,-0.00989586220438906
ministerpräsidenten und,-0.009896085314779195
em,-0.009896367049239749
der generalbundesanwalt,-0.009896935693204434
seltenen,-0.00989748793456368
eklatanten,-0.009898572177162706
anzugehen und,-0.009898776807298912
gegeben sind,-0.009899210704235238
erwarte dass,-0.009899643977066391
ich dazu,-0.009900373338281908
berichterstatterin,-0.009900601420968269
der perspektive,-0.009901432099838965
identifizieren und,-0.009901890673321203
schüler die,-0.009902120062305913
aus artikel,-0.009902707139517642
ein gut,-0.009903146741099994
geht davon,-0.009903544524328178
jetzt aus,-0.009904257640330937
acker,-0.009904897608400612
präsidentin des,-0.009905232192251052
forscherinnen und,-0.009905240127719006
ngo,-0.009905287030394505
meinung der,-0.009905508335435085
eine richtung,-0.009905717269922542
der sachverständige,-0.0099058515049265
frieren,-0.009905858154849265
friedensabkommen,-0.00990628828844254
spontan,-0.009906377701743803
mal genau,-0.009906745236911466
minister in,-0.009906852808302013
es weiterhin,-0.00990711497182217
hat dieser,-0.00990713434270289
saßen,-0.009907464404805761
diejenigen in,-0.009907723887185794
des verbraucherschutzes,-0.009907881544455573
vor sie,-0.009908152295391152
bundesbehörde,-0.009908190960718405
beobachter,-0.009908687481246736
tilgung,-0.009908841482686757
führend,-0.009909521419395679
mitteln die,-0.009910245282367698
und ostsee,-0.00991035741623613
das diese,-0.009911609727154292
kommenden generationen,-0.009911801184142047
bundeszentralamt,-0.009911866632265412
bundeszentralamt für,-0.009911866632265412
all denen,-0.009911885986306249
biogasanlagen,-0.009912188068755186
uns hierzu,-0.009912393491340897
der möglichen,-0.00991286353074193
die massive,-0.009913153461886414
dass neben,-0.00991320090875746
pläne der,-0.009913346571976706
internationalen organisationen,-0.009913594149628776
kulturkampf,-0.009913601706098786
vom 14,-0.009913741916667308
wohnungen zu,-0.009914303442812291
busse und,-0.009914405609978708
45 prozent,-0.00991518193509395
impfzentren,-0.009915263223890749
die negativen,-0.0099153163162569
hinterlegt,-0.009915608820169512
ein weg,-0.009915988620660055
konstant,-0.009916652549188736
zu zitieren,-0.009916999142734636
alternative zu,-0.009917400377362844
op,-0.009918527305290217
asylantrag,-0.009918748218139964
als länder,-0.0099189873360332
antrag das,-0.00991915239278
emissionen in,-0.009919157828239636
und planungssicherheit,-0.009919237063068567
lehrkräften,-0.009919262612699898
aber aufgrund,-0.0099198552193163
und leisten,-0.009919885722282166
unter beachtung,-0.009920058186293547
vorgehalten,-0.009920083317023114
uns sind,-0.009921735167850856
hört man,-0.009921968397358686
von polizei,-0.009922248830145159
zu dienen,-0.00992228716707088
beteiligungen,-0.009922817651677327
anzusehen,-0.00992284767543677
gasheizungen,-0.00992382885392809
zukünftig in,-0.009924452665026711
bleiben können,-0.009924606842215756
bin dass,-0.009924815541292119
woche hier,-0.009924835632622597
als waffe,-0.009925600840390167
anderen länder,-0.009925654708886894
budget für,-0.009926152215516916
ist beispielsweise,-0.009926422359693845
nach des,-0.009926501844837335
ära,-0.009926573431838013
euro nicht,-0.009926671479595701
müssen so,-0.009927017850397329
wir ändern,-0.009928857724219262
hierhinstellen,-0.009929040480677219
stellen der,-0.009929115736053451
ein beschluss,-0.009929434248869466
bundesbeauftragten,-0.009929648874707925
bestmöglichen,-0.00992986237715474
damit zum,-0.009930032115372538
alle zusammen,-0.00993010703497607
gute bildung,-0.009930289530927837
verkennen,-0.009930926788442821
bin fest,-0.009931495796448565
bedürfnissen der,-0.009931677973836532
sicherheitspaket,-0.009931818733177701
verstorbenen,-0.009932501877322187
prämisse,-0.009932543788044059
einen ausgleich,-0.009932618270912177
abbildet,-0.00993290940349543
diesem planeten,-0.009933040735717302
direkt oder,-0.009933268558430181
gültigen,-0.00993334707828769
1063 sitzung,-0.009933499885590634
oktober dieses,-0.009933610294198364
zu meistern,-0.00993364883380841
entwicklung zu,-0.009933869120616947
spd mit,-0.009934337880233813
sich allerdings,-0.009935299161825355
empfang,-0.009936072333480789
unserer gemeinsamen,-0.00993619643293021
entlastung bei,-0.009936350979107446
ob mit,-0.009936362784345744
wie durch,-0.009936399835888758
dann stelle,-0.009936940510776851
in hanau,-0.009936970209150598
schluss kommen,-0.009937258684367147
novellierung der,-0.009937402136818227
sagt man,-0.009937581634309174
datensicherheit,-0.009937788981421312
später bekannt,-0.009937801520316989
zwar aus,-0.00993785992497027
behinderte,-0.009938467093294531
er an,-0.009938641723876896
kleidung,-0.00993893538072729
für bau,-0.009938953604865712
einem starken,-0.009939038444054542
von umwelt,-0.00994031659411926
qualifizierter,-0.0099405877730215
531,-0.009941321956431354
den laden,-0.009941409881967376
sich aufgrund,-0.00994144782290859
intensivbetten,-0.009941468781759989
verfahren mit,-0.00994152206569576
wird vom,-0.009941908550068674
spaltet,-0.009941996683718904
überwachung und,-0.009942007412435533
jahrelange,-0.009942138047528044
vom ersten,-0.009942353384236855
ein einziger,-0.009942393290812201
diesem ziel,-0.009942864887783153
zunahme von,-0.00994299523719718
verkehrsteilnehmer,-0.009943018122029704
noch darauf,-0.009943108659631708
halbherzig,-0.009943371015333177
sofern die,-0.009944186942776044
michel,-0.00994427196136874
tarifverträgen,-0.009944565129590315
besser wäre,-0.0099445841539388
ausbeutung von,-0.009944664156053367
rahmenbedingungen die,-0.009945049788352039
bleiben wir,-0.009945416964602683
kopf auf,-0.009945584688547093
1063,-0.0099459286444706
um millionen,-0.009946462330567583
anbietet,-0.009946517675935252
allen lebensbereichen,-0.009946624939696551
minister für,-0.009947349471561846
gründen nicht,-0.009947527527758236
dazu müssen,-0.00994762473250526
mehr aus,-0.009948884665442255
447,-0.009948999330966418
gut auf,-0.009949102678312054
bundesminister der,-0.009949378109601208
wohlergehen,-0.009949981334781352
gerichtsbarkeit,-0.009950251061644448
malische,-0.00995031937587119
jahr von,-0.009950894679767446
vertrieb,-0.009951042100822214
zertifikatehandel,-0.009951129727244086
eine ergänzung,-0.009951454320433864
pflegt,-0.00995165817184322
verabschiedete,-0.009951715488713007
soldaten auf,-0.00995250133633844
der globalisierung,-0.00995266795859585
krisenfall,-0.009952690399164372
die ausschüsse,-0.009952808505084915
verlässliche und,-0.009953331972359723
endlich von,-0.009953807465772483
ausdrücklich für,-0.00995381857689846
uns wenn,-0.00995393764481126
gesehen wie,-0.00995422253259175
frauen nicht,-0.009954268871509511
gegen rassismus,-0.0099543172742372
bevollmächtigte,-0.009954446232150797
öffentlichkeit und,-0.009955094337180323
wir beide,-0.009955426365453723
die landesregierungen,-0.009955753132800133
härtesten,-0.009955822125686803
dieser verordnung,-0.009955912309687816
gruppen die,-0.0099572705982341
vor unserer,-0.009957980126816953
der photovoltaik,-0.009958272164325098
neben einer,-0.009958377965190626
familienunternehmen,-0.00995846158564245
die schülerinnen,-0.009958997419564651
wäre für,-0.009960179491750994
des herrn,-0.009960230818067106
gefährdet die,-0.009960405894675041
genügen,-0.009960499716298659
eine verschärfung,-0.009960543629218775
sich klar,-0.00996100019871219
unsere position,-0.009961012220858576
parlament den,-0.0099611483231233
populistisch,-0.009961400905551086
im ansatz,-0.00996175761039565
ernährungswirtschaft,-0.009961970644298209
60 millionen,-0.009962061507226018
wies,-0.009962332966933152
wird gewählt,-0.00996365555685887
aufbaut,-0.009963711762582088
gesellschaftliche debatte,-0.009963902761938608
aufenthaltserlaubnis,-0.009964146981014978
letzte rede,-0.009964926954752006
abermals,-0.009965402699279835
schaffen für,-0.0099655241273789
